"Title","Genre","Year","Rating","Duration","Director","Status","Language","Description"
"2012","Action","2009","5.8","158","Roland Emmerich","Watched","","A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind."
"Harry Potter and the Half-Blood Prince","Fantasy","2009","7.5","153","David Yates","Watched","","As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as 'the property of the Half-Blood Prince' and begins to learn more about Lord Voldemort's dark past."
"Argo","Drama","2012","7.7","120","Ben Affleck","Watched","","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1980."
"Eddie the Eagle","Comedy","2016","7.4","106","Dexter Fletcher","Watchlist","","The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics."
"The Lives of Others","Drama","2006","8.5","137","Florian Henckel von Donnersmarck","Watchlist","","In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives."
"Pet","Horror","2016","5.7","94","Carles Torrens","Watchlist","","A psychological thriller about a man who bumps into an old crush and subsequently becomes obsessed with her, leading him to hold her captive underneath the animal shelter where he works. ... See full summary »"
"Paint It Black","Drama","2016","8.3","96","Amber Tamblyn","Watchlist","","A young woman attempts to deal with the death of her boyfriend while continuously confronted by his mentally unstable mother."
"Macbeth","Drama","2015","6.7","113","Justin Kurzel","Watchlist","","Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself."
"Forgetting Sarah Marshall","Comedy","2008","7.2","111","Nicholas Stoller","Watched","","Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend."
"The Giver","Drama","2014","6.5","97","Phillip Noyce","Watched","","In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the 'real' world."
"Triple 9","Action","2016","6.3","115","John Hillcoat","Watchlist","","A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town."
"Perfetti sconosciuti","Comedy","2016","7.7","97","Paolo Genovese","Watched","","Seven long-time friends get together for a dinner. When they decide to share with each other the content of every text message, email and phone call they receive, many secrets start to unveil and the equilibrium trembles."
"Angry Birds","Action","2016","6.3","97","Clay Kaytis","Watchlist","","Find out why the birds are so angry. When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to."
"Moonrise Kingdom","Comedy","2012","7.8","94","Wes Anderson","Watched","","A pair of young lovers flee their New England town, which causes a local search party to fan out to find them."
"Hairspray","Comedy","2007","6.7","117","Adam Shankman","Watched","","Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show."
"Safe Haven","Drama","2013","6.7","115","Lasse Hallström","Currently Watching","","A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her."
"Focus","Comedy","2015","6.6","105","Glenn Ficarra","Watchlist","","In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop."
"Ratatouille","Comedy","2007","8.0","111","Brad Bird","Watched","","A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant."
"Stake Land","Drama","2010","6.5","98","Jim Mickle","Watchlist","","Martin was a normal teenage boy before the country collapsed in an empty pit of economic and political disaster. A vampire epidemic has swept across what is left of the nation's abandoned ... See full summary »"
"The Book of Eli","Action","2010","6.9","118","Albert Hughes","Watched","","A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind."
"Cloverfield","Action","2008","7.0","85","Matt Reeves","Watched","","A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack."
"Point Break","Action","2015","5.3","114","Ericson Core","Watched","","A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists."
"Under the Skin","Drama","2013","6.3","108","Jonathan Glazer","Watched","","A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery."
"I Am Legend","Drama","2007","7.2","101","Francis Lawrence","Watched","","Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure."
"Men in Black 3","Action","2012","6.8","106","Barry Sonnenfeld","Watched","","Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history."
"Super 8","Sci-Fi","2011","7.1","112","J.J. Abrams","Watched","","During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town."
"Law Abiding Citizen","Drama","2009","7.4","109","F. Gary Gray","Watched","","A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal."
"Up","Comedy","2009","8.3","96","Pete Docter","Watched","","Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway."
"Maze Runner: The Scorch Trials","Action","2015","6.3","131","Wes Ball","Watchlist","","After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles."
"Carol","Drama","2015","7.2","118","Todd Haynes","Watchlist","","An aspiring photographer develops an intimate relationship with an older woman in 1950s New York."
"Imperium","Drama","2016","6.5","109","Daniel Ragussis","Watchlist","","A young FBI agent, eager to prove himself in the field, goes undercover as a white supremacist."
"Youth","Comedy","2015","7.3","124","Paolo Sorrentino","Watched","","A retired orchestra conductor is on holiday with his daughter and his film director best friend in the Alps when he receives an invitation from Queen Elizabeth II to perform for Prince Philip's birthday."
"Mr. Nobody","Drama","2009","7.9","141","Jaco Van Dormael","Watched","","A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible."
"City of Tiny Lights","Drama","2016","5.7","110","Pete Travis","Watched","","In the teeming, multicultural metropolis of modern-day London, a seemingly straightforward missing-person case launches a down-at-heel private eye into a dangerous world of religious fanaticism and political intrigue."
"Savages","Drama","2012","6.5","131","Oliver Stone","Watchlist","","Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend."
"(500) Days of Summer","Comedy","2009","7.7","95","Marc Webb","Watched","","An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her."
"Movie 43","Comedy","2013","4.3","94","Elizabeth Banks","Watched","","A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood."
"Gravity","Drama","2013","7.8","91","Alfonso Cuarón","Watched","","Two astronauts work together to survive after an accident which leaves them alone in space."
"The Boy in the Striped Pyjamas","Drama","2008","7.8","94","Mark Herman","Watchlist","","Set during WWII, a story seen through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, whose forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences."
"Shooter","Action","2007","7.2","124","Antoine Fuqua","Watched","","A marksman living in exile is coaxed back into action after learning of a plot to kill the President. Ultimately double-crossed and framed for the attempt, he goes on the run to find the real killer and the reason he was set up."
"The Happening","Sci-Fi","2008","5.0","91","M. Night Shyamalan","Watched","","A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide."
"Bone Tomahawk","Drama","2015","7.1","132","S. Craig Zahler","Watched","","Four men set out in the Wild West to rescue a group of captives from cannibalistic cave dwellers."
"Magic Mike XXL","Comedy","2015","5.7","115","Gregory Jacobs","Watched","","Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance."
"Easy A","Comedy","2010","7.1","92","Will Gluck","Watched","","A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing."
"Exodus: Gods and Kings","Action","2014","6.0","150","Ridley Scott","Watched","","The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 600,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues."
"Chappie","Action","2015","6.9","120","Neill Blomkamp","Watched","","In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself."
"The Hobbit: The Desolation of Smaug","Fantasy","2013","7.9","161","Peter Jackson","Watched","","The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."
"Half of a Yellow Sun","Drama","2013","6.2","111","Biyi Bandele","Watched","","Sisters Olanna and Kainene return home to 1960s Nigeria, where they soon diverge on different paths. As civil war breaks out, political events loom larger than their differences as they join the fight to establish an independent republic."
"Anthropoid","Thriller","2016","7.2","120","Sean Ellis","Watchlist","","Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich's third in command after Hitler and Himmler."
"The Counselor","Drama","2013","5.3","117","Ridley Scott","Watchlist","","A lawyer finds himself in over his head when he gets involved in drug trafficking."
"Viking","Action","2016","4.7","133","Andrey Kravchuk","Currently Watching","","Kievan Rus, late 10th century. After the death of his father, the young Viking prince Vladimir of Novgorod is forced into exile across the frozen sea."
"Whiskey Tango Foxtrot","Comedy","2016","6.6","112","Glenn Ficarra","Watched","","A journalist recounts her wartime coverage in Afghanistan."
"Trust","Drama","2010","7.0","106","David Schwimmer","Watched","","A teenage girl is targeted by an online sexual predator."
"Birth of the Dragon","Action","2016","3.9","103","George Nolfi","Watched","","Young, up-and-coming martial artist, Bruce Lee, challenges legendary kung fu master Wong Jack Man to a no-holds-barred fight in Northern California."
"Elysium","Action","2013","6.6","109","Neill Blomkamp","Currently Watching","","In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds."
"The Green Inferno","Horror","2013","5.4","100","Eli Roth","Watched","","A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished."
"Godzilla","Action","2014","6.4","123","Gareth Edwards","Watched","","The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity."
"The Bourne Legacy","Action","2012","6.7","135","Tony Gilroy","Watchlist","","An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films."
"A Good Year","Comedy","2006","6.9","117","Ridley Scott","Watchlist","","A British investment broker inherits his uncle's chateau and vineyard in Provence, where he spent much of his childhood. He discovers a new laid-back lifestyle as he tries to renovate the estate to be sold."
"Friend Request","Horror","2016","5.4","92","Simon Verhoeven","Watchlist","","When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends."
"Deja Vu","Action","2006","7.0","126","Tony Scott","Watchlist","","After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims."
"Lucy","Action","2014","6.4","89","Luc Besson","Watchlist","","A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic."
"A Quiet Passion","Drama","2016","7.2","125","Terence Davies","Watched","","The story of American poet Emily Dickinson from her early days as a young schoolgirl to her later years as a reclusive, unrecognized artist."
"Need for Speed","Action","2014","6.5","132","Scott Waugh","Watchlist","","Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins."
"Jack Reacher","Action","2012","7.0","130","Christopher McQuarrie","Watchlist","","A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims."
"The Do-Over","Action","2016","5.7","108","Steven Brill","Watched","","Two down-on-their-luck guys decide to fake their own deaths and start over with new identities, only to find the people they're pretending to be are in even deeper trouble."
"True Crimes","Drama","2016","7.3","92","Alexandros Avranas","Watchlist","","A murder investigation of a slain business man turns to clues found in an author's book about an eerily similar crime. Based on the 2008 article 'True Crimes - A postmodern murder mystery' by David Grann."
"American Pastoral","Drama","2016","6.1","108","Ewan McGregor","Watchlist","","An All-American college star and his beauty queen wife watch their seemingly perfect life fall apart as their daughter joins the turmoil of '60s America."
"The Ghost Writer","Thriller","2010","7.2","128","Roman Polanski","Watched","","A ghostwriter hired to complete the memoirs of a former British prime minister uncovers secrets that put his own life in jeopardy."
"Limitless","Sci-Fi","2011","7.4","105","Neil Burger","Watched","","With the help of a mysterious pill that enables the user to access 100 percent of his brain abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with lots of dangers."
"Spectral","Action","2016","6.3","107","Nic Mathieu","Watched","","A sci-fi/thriller story centered on a special-ops team that is dispatched to fight supernatural beings."
"P.S. I Love You","Drama","2007","7.1","126","Richard LaGravenese","Watched","","A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life."
"Zipper","Drama","2015","5.7","103","Mora Stephens","Watched","","A successful family man with a blossoming political career loses all sense of morality when he becomes addicted to using an escort agency."
"Midnight Special","Drama","2016","6.7","112","Jeff Nichols","Watched","","A father and son go on the run, pursued by the government and a cult drawn to the child's special powers."
"Don't Think Twice","Comedy","2016","6.8","92","Mike Birbiglia","Watched","","When a member of a popular New York City improv troupe gets a huge break, the rest of the group - all best friends - start to realize that not everyone is going to make it after all."
"Alice in Wonderland","Fantasy","2010","6.5","108","Tim Burton","Watched","","Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror."
"Chuck","Drama","2016","6.8","98","Philippe Falardeau","Watchlist","","A drama inspired by the life of heavyweight boxer Chuck Wepner."
"I, Daniel Blake","Drama","2016","7.9","100","Ken Loach","Currently Watching","","After having suffered a heart-attack, a 59-year-old carpenter must fight the bureaucratic forces of the system in order to receive Employment and Support Allowance."
"The Break-Up","Comedy","2006","5.8","106","Peyton Reed","Watchlist","","In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment."
"Loving","Drama","2016","7.1","123","Jeff Nichols","Watched","","The story of Richard and Mildred Loving, a couple whose arrest for interracial marriage in 1960s Virginia began a legal battle that would end with the Supreme Court's historic 1967 decision."
"Fantastic Four","Action","2015","4.3","100","Josh Trank","Watched","","Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy."
"The Survivalist","Drama","2015","6.3","104","Stephen Fingleton","Watchlist","","In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened."
"Colonia","Drama","2015","7.1","106","Florian Gallenberger","Watched","","A young woman's desperate search for her abducted boyfriend that draws her into the infamous Colonia Dignidad, a sect nobody has ever escaped from."
"The Boy Next Door","Thriller","2015","4.6","91","Rob Cohen","Watched","","A woman, separated from her unfaithful husband, falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn."
"The Gift","Thriller","2015","7.1","108","Joel Edgerton","Watched","","A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years."
"Dracula Untold","Action","2014","6.3","92","Gary Shore","Watchlist","","As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom."
"In the Heart of the Sea","Action","2015","6.9","122","Ron Howard","Watched","","A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick."
"Idiocracy","Comedy","2006","6.6","84","Mike Judge","Watched","","Private Joe Bauers, the definition of 'average American', is selected by the Pentagon to be the guinea pig for a top-secret hibernation program. Forgotten, he awakes five centuries in the future. He discovers a society so incredibly dumbed down that he's easily the most intelligent person alive."
"The Expendables","Action","2010","6.5","103","Sylvester Stallone","Watchlist","","A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent."
"Evil Dead","Horror","2013","6.5","91","Fede Alvarez","Watchlist","","Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods."
"Sinister","Horror","2012","6.8","110","Scott Derrickson","Watched","","Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies that suggest the murder he is currently researching is the work of a serial killer whose work dates back to the 1960s."
"Wreck-It Ralph","Comedy","2012","7.8","101","Rich Moore","Watchlist","","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
"Snow White and the Huntsman","Action","2012","6.1","127","Rupert Sanders","Watchlist","","In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen."
"Pan","Fantasy","2015","5.8","111","Joe Wright","Currently Watching","","12-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be forever known as Peter Pan."
"Transformers: Dark of the Moon","Action","2011","6.3","154","Michael Bay","Watched","","The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets."
"Juno","Comedy","2007","7.5","96","Jason Reitman","Watched","","Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child."
"A Hologram for the King","Comedy","2016","6.1","98","Tom Tykwer","Watched","","A failed American sales rep looks to recoup his losses by traveling to Saudi Arabia and selling his company's product to a wealthy monarch."
"Money Monster","Drama","2016","6.5","98","Jodie Foster","Watched","","Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio."
"The Other Woman","Comedy","2014","6.0","109","Nick Cassavetes","Watched","","After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B."
"Enchanted","Comedy","2007","7.1","107","Kevin Lima","Watched","","A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer."
"The Intern","Comedy","2015","7.1","121","Nancy Meyers","Currently Watching","","70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin."
"Little Miss Sunshine","Comedy","2006","7.8","101","Jonathan Dayton","Watchlist","","A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus."
"Bleed for This","Drama","2016","6.8","117","Ben Younger","Watched","","The inspirational story of World Champion Boxer Vinny Pazienza who, after a near fatal car crash which left him not knowing if he'd ever walk again, made one of sport's most incredible comebacks."
"Clash of the Titans","Action","2010","5.8","106","Louis Leterrier","Watched","","Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth."
"The Finest Hours","Action","2016","6.8","117","Craig Gillespie","Watchlist","","The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952."
"Tron","Action","2010","6.8","125","Joseph Kosinski","Watched","","The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world."
"The Hunger Games: Catching Fire","Action","2013","7.6","146","Francis Lawrence","Watched","","Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem."
"All Good Things","Drama","2010","6.3","101","Andrew Jarecki","Watched","","Mr. David Marks was suspected but never tried for killing his wife Katie who disappeared in 1982, but the truth is eventually revealed."
"Kickboxer: Vengeance","Action","2016","4.9","90","John Stockwell","Currently Watching","","A kick boxer is out to avenge his brother."
"The Last Airbender","Action","2010","4.2","103","M. Night Shyamalan","Watched","","Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom."
"Sex Tape","Comedy","2014","5.1","94","Jake Kasdan","Watchlist","","A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts."
"What to Expect When You're Expecting","Comedy","2012","5.7","110","Kirk Jones","Watched","","Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby, and realize that no matter what you plan for, life does not always deliver what is expected."
"Moneyball","Drama","2011","7.6","133","Bennett Miller","Watched","","Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players."
"Ghost Rider","Action","2007","5.2","114","Mark Steven Johnson","Watchlist","","Stunt motorcyclist Johnny Blaze gives up his soul to become a hellblazing vigilante, to fight against power hungry Blackheart, the son of the devil himself."
"Unbroken","Drama","2014","7.2","137","Angelina Jolie","Watchlist","","After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp."
"Immortals","Action","2011","6.0","110","Tarsem Singh","Watched","","Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity."
"Sunshine","Sci-Fi","2007","7.3","107","Danny Boyle","Watched","","A team of international astronauts are sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057."
"Brave","Comedy","2012","7.2","93","Mark Andrews","Watchlist","","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse."
"Män som hatar kvinnor","Drama","2009","7.8","152","Niels Arden Oplev","Watchlist","","A journalist is aided in his search for a woman who has been missing -- or dead -- for forty years by a young female hacker."
"Adoration","Drama","2013","6.2","112","Anne Fontaine","Watched","","A pair of childhood friends and neighbors fall for each other's sons."
"The Drop","Drama","2014","7.1","106","Michaël R. Roskam","Watchlist","","Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost."
"She's the Man","Comedy","2006","6.4","105","Andy Fickman","Watchlist","","When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for one of his soccer teammates, and soon learns she's not the only one with romantic troubles."
"Daddy's Home","Comedy","2015","6.1","96","Sean Anders","Watched","","Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns."
"Let Me In","Drama","2010","7.2","116","Matt Reeves","Watchlist","","A bullied young boy befriends a young female vampire who lives in secrecy with her guardian."
"Never Back Down","Action","2008","6.6","110","Jeff Wadlow","Watched","","A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club and meet a classmate who begins to coerce him into fighting."
"Grimsby","Action","2016","6.2","83","Louis Leterrier","Watched","","A new assignment forces a top spy to team up with his football hooligan brother."
"Moon","Drama","2009","7.9","97","Duncan Jones","Watched","","Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems."
"Megamind","Action","2010","7.3","95","Tom McGrath","Watched","","The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life."
"Gangster Squad","Action","2013","6.7","113","Ruben Fleischer","Watchlist","","It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city."
"Blood Father","Action","2016","6.4","88","Jean-François Richet","Watched","","An ex-con reunites with his estranged wayward 17-year old daughter to protect her from drug dealers who are trying to kill her."
"He's Just Not That Into You","Comedy","2009","6.4","129","Ken Kwapis","Watched","","The Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior."
"Kung Fu Panda 3","Action","2016","7.2","95","Alessandro Carloni","Currently Watching","","Continuing his 'legendary adventures of awesomeness', Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home."
"The Rise of the Krays","Drama","2015","5.1","110","Zackary Adler","Watched","","Two brothers unleash a psychotic reign of terror on their journey to build an empire of unprecedented power in the British Mafia."
"Handsome Devil","Drama","2016","7.4","95","John Butler","Watched","","Ned and Conor are forced to share a bedroom at their boarding school. The loner and the star athlete at this rugby-mad school form an unlikely friendship until it's tested by the authorities."
"Winter's Bone","Drama","2010","7.2","100","Debra Granik","Watched","","An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact."
"Horrible Bosses","Comedy","2011","6.9","98","Seth Gordon","Watchlist","","Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness."
"Mommy","Drama","2014","8.1","139","Xavier Dolan","Watchlist","","A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household."
"Hellboy II: The Golden Army","Action","2008","7.0","120","Guillermo del Toro","Watched","","The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures."
"Beautiful Creatures","Drama","2013","6.2","124","Richard LaGravenese","Watchlist","","Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town."
"Toni Erdmann","Comedy","2016","7.6","162","Maren Ade","Watched","","A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach."
"The Lovely Bones","Drama","2009","6.7","135","Peter Jackson","Watched","","Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal."
"The Assassination of Jesse James by the Coward Robert Ford","Drama","2007","7.5","160","Andrew Dominik","Watchlist","","Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader."
"Don Jon","Comedy","2013","6.6","90","Joseph Gordon-Levitt","Watched","","A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love."
"Bastille Day","Action","2016","6.3","92","James Watkins","Watched","","A young con artist and an unruly CIA agent embark on an anti-terrorist mission in France."
"2307: Winter's Dream","Sci-Fi","2016","4.0","101","Joey Curtis","Watchlist","","In 2307, a future soldier is sent on a mission to hunt down the leader of the humanoid rebellion."
"Free State of Jones","Action","2016","6.9","139","Gary Ross","Currently Watching","","A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters, runaway slaves, and women in an uprising against the corrupt local Confederate government."
"Mr. Right","Action","2015","6.3","95","Paco Cabezas","Watched","","A girl falls for the 'perfect' guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him."
"The Secret Life of Walter Mitty","Comedy","2013","7.3","114","Ben Stiller","Watched","","When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined."
"Dope","Comedy","2015","7.3","103","Rick Famuyiwa","Watchlist","","Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure."
"Underworld Awakening","Action","2012","6.4","88","Måns Mårlind","Watched","","When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind."
"Antichrist","Drama","2009","6.6","108","Lars von Trier","Watchlist","","A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse."
"Friday the 13th","Horror","2009","5.6","97","Marcus Nispel","Watched","","A group of young adults discover a boarded up Camp Crystal Lake, where they soon encounter Jason Voorhees and his deadly intentions."
"Taken 3","Action","2014","6.0","109","Olivier Megaton","Watched","","Ex-government operative Bryan Mills is accused of a ruthless murder he never committed or witnessed. As he is tracked and pursued, Mills brings out his particular set of skills to find the true killer and clear his name."
"Total Recall","Action","2012","6.3","118","Len Wiseman","Watched","","A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run."
